trialNum	songNumber	songFileName	songDur	fixTime	responded	rt	postMusicTime	reply	promptRT	choicesMC	respMC	rtMC	outcomeMC	preFeedbackTime
1	103	smooth criminal.wav	8.348979591836734	0.4461465083861332	1	3.411335499986308	0.4982718543822793	michael jackson	21.63333649997367	39  103   64   88	2	5.544117800018284	1	1.037177397104277
2	36	do-re-mi.wav	12.94399092970522	0.4660848259213425	0	n/a	0.4994621510541167	n/a	3.663231200014707	114   11   36   92	3	11.72490040000412	1	1.13110341277441
3	30	clementine.wav	8.716009070294785	0.4502875531238927	0	n/a	0.4575411065169878	n/a	4.571006600017427	80  106   30   41	1	10.14988640000229	0	1.159514274370577
4	64	london bridge.wav	6.706984126984127	0.4493998593794151	1	2.928727899998194	0.4991440480725656	london bridge is falling down	9.104875699995318	95  108   64   59	3	2.516603900003247	1	1.076228478896065
5	5	James Bond.wav	10.52199546485261	0.4016598493576958	0	n/a	0.4959686994860227	n/a	2.881025200011209	36   96   78    5	4	2.615046299993992	1	1.008144073065229
6	72	muppet show.wav	8.532018140589569	0.4415322335586367	0	n/a	0.47738469222147	n/a	2.021910000010394	12   72   46   79	4	8.219503900007112	0	1.178713498058959
7	67	love me do.wav	12.46798185941043	0.4050244207992492	0	n/a	0.4964867065822609	n/a	1.777088599978015	67  102   56   78	1	10.15179299999727	1	1.173184960710889
8	97	rudolph.wav	9.33201814058957	0.4259613790209661	0	n/a	0.4121860023815395	n/a	4.20752349999384	81   97   59   51	2	2.715210199996363	1	1.192289953728043
9	106	super mario world.wav	12.28598639455782	0.4845219232689201	1	2.931012299988652	0.4996618875705693	super mario	4.644086900021648	72  102  106   38	3	2.405428900005063	1	1.05125178271869
10	79	oh where has my little dog gone.wav	8.02	0.4666999656271624	0	n/a	0.4459486055247476	n/a	1.857315700006438	12   79   76   87	2	5.82308230001945	1	1.119177400785672
11	56	iron man.wav	10.60498866213152	0.4672267270838805	1	4.920269099995494	0.4889378412224126	ice cream man	5.630675899999915	120   56   94  107	2	2.480090800003381	1	1.042700979453179
12	13	america the beautiful.wav	9.33201814058957	0.4906093472676238	0	n/a	0.4945569302656191	n/a	1.907772399979876	104   13   98   96	1	8.797013200004585	0	1.182683635884184
13	66	love and marriage.wav	8.717006802721089	0.4479846161512041	0	n/a	0.4349434274178083	n/a	1.745971500000451	66   48   29  113	3	10.63468009998905	0	1.041090314018301
14	2	I think I love you.wav	9.272018140589569	0.4754077732467382	0	n/a	0.4682069328572687	n/a	1.950200499995844	8    2   13  100	3	9.554630300001008	0	1.070355841523782
15	74	my country 'tis of thee.wav	14.21201814058957	0.4475588988246342	0	n/a	0.4170684688802457	n/a	1.522211099974811	53   95   74   61	1	11.43607980001252	0	1.170537723347094
16	80	old gray mare.wav	9.33201814058957	0.4913226037058441	0	n/a	0.4667555702525127	n/a	2.29457420000108	35   46   68   80	1	8.33177990000695	0	1.195792753088378
17	49	hello mudduh, hello fadduh.wav	10.60199546485261	0.4834451768339788	0	n/a	0.4799900666671239	n/a	2.764300099981483	75   25   49   42	4	12.62036369999987	0	1.090619998907141
18	81	old king cole.wav	9.353015873015874	0.4175801565464501	0	n/a	0.4338449629907012	n/a	3.352106600010302	63   29   81   54	3	7.075548799999524	1	1.020413574592348
19	38	eight days a week.wav	12.28399092970522	0.4322185796181476	0	n/a	0.4136628327027643	n/a	1.68695299999672	40  117   38   71	3	7.395396599982632	1	1.177065685178401
20	31	copacabana.wav	9.372018140589569	0.4557196040718936	0	n/a	0.4733413997692809	n/a	1.938234699977329	41  112   31   76	3	11.91135099998792	1	1.023810054329978
21	52	hot cross buns.wav	6.46	0.4987549607258184	1	3.590361300011864	0.4586952693338876	hto cross buns	7.745529100007843	55   25   52   71	3	2.061396600009175	1	1.096823552853776
22	34	do wah ditty.wav	7.758004535147392	0.4438452881515543	0	n/a	0.476822355022605	n/a	4.058837599994149	82   91   88   34	2	9.044929700001376	0	1.022928590329867
23	43	get ready.wav	7.080997732426304	0.44865371136425	0	n/a	0.4959107484536689	n/a	1.84647010001936	43   98   91   70	1	6.397696599975461	1	1.053171125404914
24	55	in a gadda da vida.wav	8.306984126984126	0.4331865464102033	0	n/a	0.4788269678810182	n/a	1.44159099998069	74   85   55    9	3	9.30507130001206	1	1.192287039468705
25	54	if you're happy and you know it.wav	9.090022675736961	0.4408163579854839	1	6.247189899993828	0.4210037593031493	happy and you know it	8.256482299999334	6   54   61  114	2	1.756621799984714	1	1.173174963474907
26	12	amazing grace.wav	8.674013605442177	0.4196485526954865	1	3.820124800025951	0.4452085350467992	amazing grace	5.829862400016282	11   12   43   69	2	0.9790368999820203	1	1.111326521310621
27	6	YMCA.wav	14.33501133786848	0.4413394545345152	0	n/a	0.4964812493839504	n/a	1.630918800015934	77    5    6   54	1	5.397213699994609	0	1.136914768080844
28	32	daisy bell.wav	8.062993197278912	0.424463662771878	1	6.210473399987677	0.4309032941100309	daisy daisy	4.160244500002591	107   40   32  115	3	1.878975100000389	1	1.006788070569351
29	26	camptown races.wav	8.305986394557824	0.4216677875037434	0	n/a	0.4996425279283482	n/a	1.441960500000278	26  120   54   32	2	3.590881799987983	0	1.143341753485712
30	68	love me tender.wav	9.331020408163266	0.4810990302222727	0	n/a	0.4759803944624933	n/a	1.826504500000738	13   30  106   68	2	4.173605599993607	0	1.078564027399062
31	16	are you sleeping brother john.wav	9.376009070294785	0.4014013456265339	1	7.802768099994864	0.4987910749936451	n/a	0.7437642000149935	90   23   16   49	3	4.716361900005722	1	1.078887517702702
32	27	can't help falling in love.wav	13.4990022675737	0.4372740761023522	0	n/a	0.4313639451838209	n/a	1.538236899999902	2   86   27   19	2	6.313654199999291	0	1.00689070666665
33	21	blow the man down.wav	8.491020408163266	0.4665054500056413	0	n/a	0.4090014519554575	n/a	2.508569900004659	6   21  113   68	2	5.224522899981821	1	1.18503712186598
