trialNum	songNumber	songFileName	songDur	fixTime	responded	rt	postMusicTime	reply	promptRT	choicesMC	respMC	rtMC	outcomeMC	preFeedbackTime
1	66	love and marriage.wav	8.717006802721089	0.4845386335337823	0	n/a	0.4989395393745991	n/a	7.940719200007152	66  111   48   69	3	14.61787299998105	0	1.054209056223837
2	13	america the beautiful.wav	9.33201814058957	0.4186632455049332	0	n/a	0.4299537590845103	n/a	4.674781199952122	13   50  105    3	4	6.547030600020662	0	1.126493360810492
3	83	on top of old smokey.wav	12.79700680272109	0.4303830890943156	0	n/a	0.4030939143960521	n/a	2.211868300044443	91   55   83    8	3	6.374822299985681	1	1.117096319786687
4	97	rudolph.wav	9.33201814058957	0.4068744547178583	1	4.043861800048035	0.488854709369816	nursery rhyme 	14.98051929997746	1  106   57   97	4	4.914727700001094	1	1.153773409032206
5	57	it's a small world.wav	9.291020408163265	0.4278219763856894	1	7.230975499958731	0.4066666005668405	n/a	5.77663360000588	71   51   57  118	4	4.546755700022914	0	1.017890475374982
6	81	old king cole.wav	9.353015873015874	0.4269631621931699	1	1.247799500008114	0.4538188617642361	n/a	9.323076399974525	96   81   38   52	1	11.20031129999552	0	1.193320133047231
7	62	let it snow.wav	9.334013605442177	0.4568992502889483	1	8.204717400018126	0.4967299312509997	let it snow	13.0391365000396	28   27   62   29	3	1.857296300004236	1	1.052973607330757
8	74	my country 'tis of thee.wav	14.21201814058957	0.4235773338643299	0	n/a	0.4968263905160799	n/a	2.013141500006896	21   52   55   74	4	8.361148800002411	1	1.193568171007205
9	10	all my loving.wav	11.52498866213152	0.4455316696352162	0	n/a	0.4458635405538989	n/a	2.246610099973623	10   56   50   53	1	6.723621800018009	1	1.118927414787932
10	41	for he's a jolly good fellow.wav	7.117006802721089	0.4692335572436149	1	6.340495400014333	0.420622649860563	n/a	7.184138499957044	42   60   41   71	3	3.393579300027341	1	1.085827367774533
11	26	camptown races.wav	8.305986394557824	0.4430734968999349	1	3.909721400006674	0.4434784942649309	n/a	7.534308600006625	72   26   69  110	1	7.840807900007349	0	1.16431215069925
12	6	YMCA.wav	14.33501133786848	0.4843639303531641	1	12.21000650001224	0.4858604339356508	n/a	7.1525038999971	73  114   54    6	2	6.503246899985243	0	1.070377100324752
13	28	chicken dance.wav	5.946984126984127	0.4445545723364696	1	1.954162599984556	0.4499971990630484	the duck dance 	6.721925899968483	73   28   79  118	2	1.66800190001959	1	1.058489933671846
14	101	skip to my lou.wav	8.863990929705215	0.4610249388028798	1	2.364636900019832	0.4330688843345015	hes a jolly good fellow 	9.014008900034241	59   87  101    7	3	4.282604200008791	1	1.034604600677439
15	82	old mcdonald.wav	9.046984126984126	0.4451076386980561	1	1.891163700027391	0.4342123094350174	mary had a little farm 	8.3920555000077	101   82   29  107	2	3.910412399971392	1	1.159758994866187
16	31	copacabana.wav	9.372018140589569	0.4695730384299124	0	n/a	0.4324691901479903	n/a	1.826908899995033	40  111   64   31	4	3.812035299954005	1	1.017636577427912
17	33	do as I'm doing.wav	11.67102040816327	0.4472119839994515	0	n/a	0.4991596341327996	n/a	3.999158499995247	75   33   66   55	2	4.073060300026555	1	1.090880820670646
18	50	hickory dickory dock.wav	7.077006802721089	0.425339200161146	0	n/a	0.4397992716940437	n/a	2.767726899997797	76  104   50   66	2	3.918905699974857	0	1.130124142476928
19	17	baby love.wav	7.219002267573696	0.4170581749633305	0	n/a	0.4338669388037389	n/a	3.831276200013235	17   52   29   85	3	3.241222100041341	0	1.160755847779846
