onset	duration	sample	value	stim_file
37.113	0.001	37113	1	blow the man down.wav
37.19373923	0	37193.7392	noteOnset	n/a
37.19373923	0	37193.7392	noteOnset	n/a
37.52131293	0	37521.3129	noteOnset	n/a
37.52131293	0	37521.3129	noteOnset	n/a
38.01314966	0	38013.1497	noteOnset	n/a
38.01314966	0	38013.1497	noteOnset	n/a
38.17704989	0	38177.0499	noteOnset	n/a
38.17704989	0	38177.0499	noteOnset	n/a
38.50489569	0	38504.8957	noteOnset	n/a
38.50489569	0	38504.8957	noteOnset	n/a
38.58698186	0	38586.9819	noteOnset	n/a
38.58698186	0	38586.9819	noteOnset	n/a
38.66897732	0	38668.9773	noteOnset	n/a
38.66897732	0	38668.9773	noteOnset	n/a
38.8328322	0	38832.8322	noteOnset	n/a
38.8328322	0	38832.8322	noteOnset	n/a
39.16072336	0	39160.7234	noteOnset	n/a
39.16072336	0	39160.7234	noteOnset	n/a
39.48852381	0	39488.5238	noteOnset	n/a
39.48852381	0	39488.5238	noteOnset	n/a
39.9804059	0	39980.4059	noteOnset	n/a
39.9804059	0	39980.4059	noteOnset	n/a
40.14430612	0	40144.3061	noteOnset	n/a
40.14430612	0	40144.3061	noteOnset	n/a
40.47219728	0	40472.1973	noteOnset	n/a
40.47219728	0	40472.1973	noteOnset	n/a
41.4558254	0	41455.8254	noteOnset	n/a
41.4558254	0	41455.8254	noteOnset	n/a
41.94761678	0	41947.6168	noteOnset	n/a
41.94761678	0	41947.6168	noteOnset	n/a
42.02961224	0	42029.6122	noteOnset	n/a
42.02961224	0	42029.6122	noteOnset	n/a
42.11160771	0	42111.6077	noteOnset	n/a
42.11160771	0	42111.6077	noteOnset	n/a
42.19360317	0	42193.6032	noteOnset	n/a
42.19360317	0	42193.6032	noteOnset	n/a
42.43949887	0	42439.4989	noteOnset	n/a
42.43949887	0	42439.4989	noteOnset	n/a
43.42312698	0	43423.127	noteOnset	n/a
43.42312698	0	43423.127	noteOnset	n/a
43.91500907	0	43915.0091	noteOnset	n/a
43.91500907	0	43915.0091	noteOnset	n/a
44.0789093	0	44078.9093	noteOnset	n/a
44.0789093	0	44078.9093	noteOnset	n/a
44.40680045	0	44406.8005	noteOnset	n/a
44.40680045	0	44406.8005	noteOnset	n/a
46.11	0.001	46110	3	n/a
47.799	0.001	47799	4	n/a
47.893	0.001	47893	5	n/a
50.831	0.001	50831	6	n/a
51.868	0.001	51868	7	n/a
57.656	0.001	57656	1	you're a grand old flag.wav
57.73673243	0	57736.7324	noteOnset	n/a
57.73673243	0	57736.7324	noteOnset	n/a
57.87949887	0	57879.4989	noteOnset	n/a
57.87949887	0	57879.4989	noteOnset	n/a
58.02240136	0	58022.4014	noteOnset	n/a
58.02240136	0	58022.4014	noteOnset	n/a
58.30820635	0	58308.2063	noteOnset	n/a
58.30820635	0	58308.2063	noteOnset	n/a
58.59401134	0	58594.0113	noteOnset	n/a
58.59401134	0	58594.0113	noteOnset	n/a
58.87981633	0	58879.8163	noteOnset	n/a
58.87981633	0	58879.8163	noteOnset	n/a
59.02271882	0	59022.7188	noteOnset	n/a
59.02271882	0	59022.7188	noteOnset	n/a
59.16562132	0	59165.6213	noteOnset	n/a
59.16562132	0	59165.6213	noteOnset	n/a
59.30852381	0	59308.5238	noteOnset	n/a
59.30852381	0	59308.5238	noteOnset	n/a
59.5943288	0	59594.3288	noteOnset	n/a
59.5943288	0	59594.3288	noteOnset	n/a
59.73709524	0	59737.0952	noteOnset	n/a
59.73709524	0	59737.0952	noteOnset	n/a
60.02290023	0	60022.9002	noteOnset	n/a
60.02290023	0	60022.9002	noteOnset	n/a
60.16580272	0	60165.8027	noteOnset	n/a
60.16580272	0	60165.8027	noteOnset	n/a
60.30861451	0	60308.6145	noteOnset	n/a
60.30861451	0	60308.6145	noteOnset	n/a
60.5944195	0	60594.4195	noteOnset	n/a
60.5944195	0	60594.4195	noteOnset	n/a
60.737322	0	60737.322	noteOnset	n/a
60.737322	0	60737.322	noteOnset	n/a
60.88022449	0	60880.2245	noteOnset	n/a
60.88022449	0	60880.2245	noteOnset	n/a
61.16589342	0	61165.8934	noteOnset	n/a
61.16589342	0	61165.8934	noteOnset	n/a
61.30879592	0	61308.7959	noteOnset	n/a
61.30879592	0	61308.7959	noteOnset	n/a
61.45160771	0	61451.6077	noteOnset	n/a
61.45160771	0	61451.6077	noteOnset	n/a
62.30897732	0	62308.9773	noteOnset	n/a
62.30897732	0	62308.9773	noteOnset	n/a
62.45178912	0	62451.7891	noteOnset	n/a
62.45178912	0	62451.7891	noteOnset	n/a
62.59460091	0	62594.6009	noteOnset	n/a
62.59460091	0	62594.6009	noteOnset	n/a
62.88031519	0	62880.3152	noteOnset	n/a
62.88031519	0	62880.3152	noteOnset	n/a
63.16612018	0	63166.1202	noteOnset	n/a
63.16612018	0	63166.1202	noteOnset	n/a
63.59469161	0	63594.6916	noteOnset	n/a
63.59469161	0	63594.6916	noteOnset	n/a
63.7375941	0	63737.5941	noteOnset	n/a
63.7375941	0	63737.5941	noteOnset	n/a
64.02330839	0	64023.3084	noteOnset	n/a
64.02330839	0	64023.3084	noteOnset	n/a
64.30902268	0	64309.0227	noteOnset	n/a
64.30902268	0	64309.0227	noteOnset	n/a
64.7375941	0	64737.5941	noteOnset	n/a
64.7375941	0	64737.5941	noteOnset	n/a
64.8804966	0	64880.4966	noteOnset	n/a
64.8804966	0	64880.4966	noteOnset	n/a
65.02339909	0	65023.3991	noteOnset	n/a
65.02339909	0	65023.3991	noteOnset	n/a
65.30911338	0	65309.1134	noteOnset	n/a
65.30911338	0	65309.1134	noteOnset	n/a
65.45201587	0	65452.0159	noteOnset	n/a
65.45201587	0	65452.0159	noteOnset	n/a
65.59482766	0	65594.8277	noteOnset	n/a
65.59482766	0	65594.8277	noteOnset	n/a
65.8805873	0	65880.5873	noteOnset	n/a
65.8805873	0	65880.5873	noteOnset	n/a
66.02339909	0	66023.3991	noteOnset	n/a
66.02339909	0	66023.3991	noteOnset	n/a
67.498	0.001	67498	3	n/a
68.498	0.001	68498	4	n/a
68.586	0.001	68586	5	n/a
70.826	0.001	70826	6	n/a
71.947	0.001	71947	8	n/a
78.394	0.001	78394	1	amazing grace.wav
78.47473696	0	78474.737	noteOnset	n/a
78.47473696	0	78474.737	noteOnset	n/a
78.87491837	0	78874.9184	noteOnset	n/a
78.87491837	0	78874.9184	noteOnset	n/a
79.67509977	0	79675.0998	noteOnset	n/a
79.67509977	0	79675.0998	noteOnset	n/a
79.87523583	0	79875.2358	noteOnset	n/a
79.87523583	0	79875.2358	noteOnset	n/a
80.07532653	0	80075.3265	noteOnset	n/a
80.07532653	0	80075.3265	noteOnset	n/a
80.87541723	0	80875.4172	noteOnset	n/a
80.87541723	0	80875.4172	noteOnset	n/a
81.27550794	0	81275.5079	noteOnset	n/a
81.27550794	0	81275.5079	noteOnset	n/a
82.07559864	0	82075.5986	noteOnset	n/a
82.07559864	0	82075.5986	noteOnset	n/a
82.47573469	0	82475.7347	noteOnset	n/a
82.47573469	0	82475.7347	noteOnset	n/a
82.851	0.001	82851	2	n/a
83.482	0.001	83482	3	n/a
93.005	0.001	93005	4	n/a
93.051	0.001	93051	5	n/a
95.436	0.001	95436	6	n/a
96.528	0.001	96528	8	n/a
