,0
songDur,0.6101209350447301
age,-0.4715829368178058
handedness_R,0.3426367171243288
handedness_LR,0.273557081899138
sex_M,0.17289897540546292
note_rate,0.1643483386472636
note_count,-0.11086587922813272
