trialNum,songNumber,songFileName,songDur,fixTime,responded,rt,postMusicTime,reply,promptRT,choicesMC,respMC,rtMC,outcomeMC,preFeedbackTime,participant_id,note_count,note_rate,rt_numeric,age,sex,handedness
9,53,hush little baby.wav,9.372018140589567,0.4989493117507121,1,4.37752759999421,0.4534261005874913, ,3.733465299999807,87   54  106   53,4,5.110751300002448,1,1.053900291069708,sub-02,76.0,2.9967272583888525,4.37752759999421,27,M,R
10,66,love and marriage.wav,8.71700680272109,0.4536263943023958,1,3.721857399999863,0.4185490042061501,,7.049471200007247,80   23   73   66,3,6.1368899000081,0,1.081797769651913,sub-02,54.0,2.3736263736263736,3.721857399999863,27,M,R
11,95,row your boat.wav,7.035011337868481,0.4830608009806667,1,4.880425200011814,0.4100291396460792,row row your boat,9.472996800002877,1   80  114   95,4,2.721201600012137,1,1.152273962421928,sub-02,28.0,1.4854899464162608,4.880425200011814,27,M,R
12,105,sugar sugar.wav,7.83501133786848,0.4576447332357037,1,6.729385600003297,0.4001556888962044, ,1.39025440000114,105  104   75  111,1,2.377081300001009,1,1.060361617124346,sub-02,24.0,2.418623400181396,6.729385600003297,27,M,R
13,11,alouette.wav,5.946984126984127,0.465702499529718,1,2.08059620000131,0.4554384056947381,spider spout,12.92681280001125,109  107   11   99,3,5.048973700002534,1,1.029962291426626,sub-02,28.0,1.6938898971566876,2.08059620000131,27,M,R
14,6,YMCA.wav,14.33501133786848,0.4767521423191443,1,9.683248599991202,0.4752720094585748, ,2.618994899996324,29    6   57   98,3,4.315392899996368,0,1.063236120849058,sub-02,12.0,0.5898834980091411,9.683248599991202,27,M,R
15,118,when the saints go marching in.wav,7.611020408163266,0.4359375962443974,0,,0.4813916804698097, ,1.434609600008116,114  111   48  118,4,4.336423500004457,1,1.12142064901286,sub-02,20.0,1.3678954927843636,,27,M,R
16,22,blowin' in the wind.wav,9.950022675736962,0.4266806624415357,1,4.842923800009885,0.4139469494057406,,3.49395970000478,22   88   90   27,3,5.782024600004661,0,1.137495042101479,sub-02,32.0,2.3889511011571516,4.842923800009885,27,M,R
17,65,louie louie.wav,8.860997732426304,0.4525617489797,0,,0.4496018758883729,,4.913847700008773,65   87   66  120,2,0.3707055999984732,0,1.117235362043405,sub-02,12.0,0.6237006237006234,,27,M,R
18,32,daisy bell.wav,8.062993197278912,0.4366981424937184,0,,0.489234897008367, ,2.780035599993425,32   62   98   18,3,6.990033900001436,0,1.030669733914779,sub-02,22.0,1.6142050040354967,,27,M,R
19,36,do-re-mi.wav,12.94399092970522,0.454125664452401,0,,0.4790869567196167,  ,5.023656499994104,36   89   11   12,1,3.697487500001444,1,1.09101802234663,sub-02,44.0,1.869238285398701,,27,M,R
20,10,all my loving.wav,11.52498866213152,0.4214724605479594,0,,0.4874945988318085,,1.986598200004664,56   62   10   44,3,1.703076100006001,1,1.019744533948539,sub-02,12.0,0.6900120752113131,,27,M,R
21,29,cindy.wav,9.372018140589567,0.4211357903463016,0,,0.4470111852235192, ,1.584392599994317,68  105   29  113,1,1.158914100000402,0,1.125706814811998,sub-02,14.0,1.0951188986232896,,27,M,R
22,70,michael row the boat ashore.wav,9.372018140589567,0.4805510316281107,0,,0.4259460976948768,,4.678343799998402,70   18    2   48,1,5.489991399997962,1,1.153349396388687,sub-02,14.0,0.6310001352143111,,27,M,R
23,108,take me out to the ballgame.wav,6.194013605442177,0.4558480859646212,0,,0.4806160954820696,,3.683364399999846,108   79   95  100,2,1.74249430000782,0,1.104439357374431,sub-02,50.0,2.065859604181302,,27,M,R
24,15,another one bites the dust.wav,12.46897959183674,0.4120149153903269,1,7.680521899994346,0.4570985631445228,,5.168434400009573,3  106   36   15,4,3.889913699997123,1,1.151268078681159,sub-02,42.0,2.18125162295509,7.680521899994346,27,M,R
25,80,old gray mare.wav,9.33201814058957,0.4211804858324101,0,,0.4700384053126968, ,1.213185700005852,56   90   80   78,2,3.254991499998141,0,1.037889102097486,sub-02,18.0,0.9196341899555467,,27,M,R
