trialNum,songNumber,songFileName,songDur,fixTime,responded,rt,postMusicTime,reply,promptRT,choicesMC,respMC,rtMC,outcomeMC,preFeedbackTime,participant_id,trial_index,note_count,trial_window_sec,note_rate,rt_numeric,promptRT_numeric,rtMC_numeric,datetime,age,sex,handedness,cch,session_date,session_month,session_weekday,global_field_power,delta_power,theta_power,alpha_power,beta_power,reply_present,valid_familiarity_rt,responded_label,trial_progress,age_zscore,song_name_clean,log_delta_power,log_theta_power,log_alpha_power,log_beta_power,participant_trial_count,participant_response_rate,participant_mc_accuracy,participant_median_rt,mean_global_field_power,mean_alpha_power,mean_beta_power,log_mean_alpha_power,log_mean_beta_power,song_sample_n,song_response_rate,song_mean_rt,song_median_rt,song_mc_accuracy,mean_note_rate,song_mean_alpha_power,song_mean_beta_power
32,9,a-tisket a-tasket.wav,10.41800453514739,0.4161877815816197,0,,0.4636227384891162,,4.569494600000326,79   43    9   39,3,7.485217399999783,1,1.17770045928889,sub-18,31,112,29.819999999999936,3.755868544600947,,4.569494600000326,7.485217399999783,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,66.30172861512494,1.9055603714211163e-12,6.927299128594221e-13,3.509793550328355e-13,1.0901128497570726e-13,False,False,Not familiar,0.47058823529411764,-0.6951868604382427,a-tisket a-tasket,-11.719977287479733,-12.1594360586324,-12.454718428431635,-12.962528541059463,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.3888888888888889,4.440154914301404,4.5850405000092,0.3888888888888889,3.527591017448948,5.459535331593658e-13,2.0499352783889452e-13
33,26,camptown races.wav,8.305986394557824,0.4931175760284737,0,,0.4164475621385733,,1.253712499999892,38  108  109   26,1,12.78114639999967,0,1.154084591061348,sub-18,32,44,29.298999999999978,1.5017577391719865,,1.253712499999892,12.78114639999967,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,39.97078544787185,7.908950434337753e-13,3.963705192833809e-13,1.0021547084336112e-12,1.1311144766215772e-13,False,False,Not familiar,0.4852941176470588,-0.6951868604382427,camptown races,-12.1018811461887,-12.401898654360002,-11.999065228735665,-12.94649343923976,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,14,0.5714285714285714,3.200623787508448,2.561745749997499,0.42857142857142855,1.175973952779302,6.371168333686605e-13,2.416148908785344e-13
34,1,I feel fine.wav,10.69002267573696,0.4493793493280222,0,,0.4868178303279052,,1.448749700000008,1   96   44  116,3,2.546067700000094,0,1.089345581478787,sub-18,33,80,21.435999999999922,3.7320395596193454,,1.448749700000008,2.546067700000094,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,35.88179589217362,1.1501057106532595e-12,4.05482993372096e-13,1.4504249815475492e-12,1.4501947867807889e-13,False,False,Not familiar,0.5,-0.6951868604382427,I feel fine,-11.939262240130335,-12.392027356100273,-11.838504728731344,-12.83857366042537,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,14,0.21428571428571427,2.357457166663759,1.876872100052424,0.5,2.5965498287047235,7.978622821598193e-13,1.9432505905794352e-13
35,71,mickey mouse march.wav,4.778004535147392,0.452381850800525,0,,0.437501864635738,,0.9063118000003668,1   34   71   69,3,2.182162000000062,1,1.151335907739733,sub-18,34,48,14.94399999999996,3.211991434689516,,0.9063118000003668,2.182162000000062,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,33.620467401550485,1.2906601777422634e-11,1.4878744075002069e-12,4.579187338928786e-13,9.776777651934142e-14,False,False,Not familiar,0.5147058823529411,-0.6951868604382427,mickey mouse march,-10.88918808953719,-11.82743372633827,-12.339211588706691,-13.009804261631816,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,13,0.3076923076923077,2.8723784500575675,2.7271875999749686,0.46153846153846156,2.368665752979218,4.930153475987585e-13,1.6384607146737299e-13
36,112,the brady bunch.wav,9.331020408163266,0.4444276977320608,0,,0.4639302734973629,,1.244759799999883,112   26   81   14,3,9.86190859999988,0,1.160942649899866,sub-18,35,42,27.669000000000096,1.5179442697603764,,1.244759799999883,9.86190859999988,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,35.422692590885426,2.1527694169439714e-11,1.532530621070307e-12,4.4397014446322023e-13,1.0126493776104902e-13,False,False,Not familiar,0.5294117647058824,-0.6951868604382427,the brady bunch,-10.66700248495204,-11.814590839204977,-12.35264623378365,-12.994540899879325,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,14,0.14285714285714285,6.53285150002921,6.53285150002921,0.2857142857142857,1.7217364026048556,6.199122283172058e-13,1.5210201265547694e-13
37,89,pop goes the weasel.wav,7.075011337868481,0.4370569043459719,0,,0.4631998859225365,,1.372946000000411,60   89   49    9,3,4.608321499999875,0,1.035960016156566,sub-18,36,58,20.149000000000115,2.878554766985938,,1.372946000000411,4.608321499999875,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,45.65316819395653,2.3385114291724023e-12,3.2951684288262327e-13,2.9815904552132637e-13,1.1105922453731338e-13,False,False,Not familiar,0.5441176470588235,-0.6951868604382427,pop goes the weasel,-11.631060503192135,-12.48212238202889,-12.525552010532873,-12.954445363281438,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,16,0.875,3.003007885706211,2.9835551000287523,0.875,1.4546941458343579,1.0317009072613556e-12,2.6983533302073673e-13
38,117,three blind mice.wav,13.92798185941043,0.4553867099907975,0,,0.49270948814492,,0.9551626000002216,7  108   38  117,3,7.170172699999966,0,1.198470765484471,sub-18,37,96,29.141999999999825,3.294214535721659,,0.9551626000002216,7.170172699999966,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,68.04341321099943,1.2503647595569098e-12,3.0276595173704e-13,3.3651999122890057e-13,1.645059215346972e-13,False,False,Not familiar,0.5588235294117647,-0.6951868604382427,three blind mice,-11.902963275028574,-12.518892966041657,-12.472989131075932,-12.78381846462247,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,14,0.7857142857142857,3.946657245472042,3.165031299984548,0.5714285714285714,1.3731914707016872,8.471835309170672e-13,1.8633789546444013e-13
39,111,the bare necessities.wav,8.511020408163265,0.4301865693894853,0,,0.4448477058867941,,1.185121299999992,111  103  116   84,4,9.99331220000022,0,1.152443915018221,sub-18,38,52,26.580000000000155,1.9563581640330963,,1.185121299999992,9.99331220000022,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,72.9829720173666,1.1167496185942587e-12,2.8790651175252225e-13,4.0136333874693663e-13,1.329625145151506e-13,False,False,Not familiar,0.5735294117647058,-0.6951868604382427,the bare necessities,-11.952044187181565,-12.540748512314671,-12.396462299280135,-12.876270780339985,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,19,0.2631578947368421,5.305422500008353,5.213901900000565,0.5263157894736842,2.0589337604772866,8.182254820304393e-13,1.6482754305633422e-13
40,6,YMCA.wav,14.33501133786848,0.4414094216014251,0,,0.4306335404704371,,3.60282559999996,7   52    6   17,4,5.142602199999601,0,1.123545223455899,sub-18,39,76,29.846000000000004,2.5464048783756614,,3.60282559999996,5.142602199999601,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,57.21684196101386,6.930435618404715e-12,1.0560057537839806e-12,5.504134309999344e-13,8.927097620950177e-14,False,False,Not familiar,0.5882352941176471,-0.6951868604382427,YMCA,-11.159239466582491,-11.976333715486085,-12.259310977138115,-13.049289716037366,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,21,0.38095238095238093,9.60413844996583,10.264613849984016,0.5238095238095238,2.393559844517507,6.140512946067328e-13,1.613744120277075e-13
41,25,bye baby bunting.wav,6.319002267573696,0.4268833486480946,0,,0.4623459404799672,,2.633791600000222,30  108   25   84,3,2.569521899999927,1,1.044435658542112,sub-18,40,26,18.347999999999956,1.4170481796381111,,2.633791600000222,2.569521899999927,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,60.09104685973324,5.680248978206197e-12,6.103442842643624e-13,4.753660840661009e-13,1.6701377875865039e-13,False,False,Not familiar,0.6029411764705882,-0.6951868604382427,bye baby bunting,-11.245632627758832,-12.214425118141202,-12.322971807101698,-12.777247697762604,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,19,0.15789473684210525,4.2987260666462435,4.284533499972895,0.21052631578947367,1.253405919562771,8.140575694748711e-13,1.832305568447256e-13
42,2,I think I love you.wav,9.272018140589568,0.4109259671248766,0,,0.4156466518216429,,1.513937999999143,10   19    2  108,1,9.523944499999743,0,1.152127286522375,sub-18,41,28,27.201000000000022,1.0293739200764669,,1.513937999999143,9.523944499999743,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,53.927942453011454,1.3767739981377034e-11,1.797018880228862e-12,5.005059351516909e-13,1.3001500242902165e-13,False,False,Not familiar,0.6176470588235294,-0.6951868604382427,I think I love you,-10.861137344722877,-11.745447359988335,-12.300590768157997,-12.886006531568436,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,17,0.17647058823529413,5.931036833358424,5.875756100052968,0.17647058823529413,1.0743725757823062,1.2670016999728514e-12,2.1532889185297698e-13
43,85,over the river and through the woods.wav,13.91301587301587,0.4643458637907375,0,,0.4271499271895508,,1.601367999999638,99   15   85   57,3,7.162693700000091,1,1.061263402137656,sub-18,42,128,29.975999999999885,4.270082732852965,,1.601367999999638,7.162693700000091,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,52.30537355712246,3.643909467778205e-12,5.564035026317021e-13,5.682741324267754e-13,1.406008505619483e-13,False,False,Not familiar,0.6323529411764706,-0.6951868604382427,over the river and through the woods,-11.438432421526914,-12.254610144731695,-12.245442112387426,-12.852012052052729,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,19,0.631578947368421,6.927159283332003,6.079534999997122,0.6842105263157895,3.2346545960457123,5.860990636136422e-13,1.8995717292603343e-13
44,70,michael row the boat ashore.wav,9.372018140589567,0.4761757108222705,0,,0.4356522823510333,,2.445102200000292,31   70   38   68,3,12.4172568999993,0,1.186270571999853,sub-18,43,44,31.153999999999996,1.412338704500225,,2.445102200000292,12.4172568999993,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,45.9843553120024,1.0126645456206565e-12,3.815804979198153e-13,4.5200547460195177e-13,1.3145648475938207e-13,False,False,Not familiar,0.6470588235294118,-0.6951868604382427,michael row the boat ashore,-11.994534394830364,-12.418413829623715,-12.344856305066893,-12.881217985246087,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.2777777777777778,4.436821059990325,3.956823899992742,0.3888888888888889,1.5613778619941472,8.884556279436592e-13,2.6463023298393367e-13
45,83,on top of old smokey.wav,12.79700680272109,0.4308117455548206,0,,0.4911582196555075,,1.23963029999959,101   83   73   43,3,3.684654699999555,0,1.080445510894261,sub-18,44,44,24.812000000000126,1.7733354828308794,,1.23963029999959,3.684654699999555,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,41.835845280596835,1.833698156062941e-11,2.937567772175136e-12,7.298213745859528e-13,1.1060230835873198e-13,False,False,Not familiar,0.6617647058823529,-0.6951868604382427,on top of old smokey,-10.736672151733021,-11.5320121050633,-12.136783421419718,-12.956235808863166,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.4444444444444444,6.071482225013824,6.444624200041289,0.4444444444444444,1.3325469720369538,4.759837444697079e-13,1.5885754253873403e-13
46,115,there's a hole in the bucket.wav,7.365986394557823,0.4518434623492739,0,,0.4952905266060322,,2.249724199999946,115   24   13   17,3,3.3093372000003,0,1.010871164624062,sub-18,45,50,19.842999999999847,2.5197802751600253,,2.249724199999946,3.3093372000003,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,41.51384093528304,1.727749476996524e-11,7.150262595843336e-13,4.789984308556249e-13,1.3225403732945342e-13,False,False,Not familiar,0.6764705882352942,-0.6951868604382427,there's a hole in the bucket,-10.76251922982336,-12.145678008292409,-12.31966590928243,-12.878591061348429,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,17,0.23529411764705882,3.359450424994975,2.9234869499923666,0.4117647058823529,1.9506563854393173,9.957525386060052e-13,1.8989264210913604e-13
47,99,she'll be coming 'round the mountain.wav,8.86,0.400717152294999,0,,0.4421644030413967,,1.517151699999886,35   60   61   99,2,8.639601599999878,0,1.0410454732261,sub-18,46,56,26.144000000000005,2.1419828641370864,,1.517151699999886,8.639601599999878,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,80.1178800342111,1.4530117669466011e-11,1.6721699610266125e-12,5.667948588382882e-13,1.4458087673790134e-13,False,False,Not familiar,0.6911764705882353,-0.6951868604382427,she'll be coming 'round the mountain,-10.837730868634335,-11.776719582528193,-12.246574097712312,-12.839889146020933,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,19,0.8421052631578947,5.109622106238248,5.522124300005089,0.7368421052631579,1.6193789023606486,5.710480741320334e-13,1.7009445758815703e-13
48,30,clementine.wav,8.716009070294785,0.4830987735532927,0,,0.4771606733493947,,1.171119100000396,30   25   46   77,4,11.71427250000033,0,1.108024117062374,sub-18,47,60,33.358000000000175,1.7986689849511268,,1.171119100000396,11.71427250000033,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,49.27215848474501,1.4560432686647232e-12,3.596020618553e-13,1.511018591647529e-12,1.2806004137693864e-13,False,False,Not familiar,0.7058823529411765,-0.6951868604382427,clementine,-11.836825719073037,-12.444177826811412,-11.820730192047304,-12.892586362188775,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,15,0.7333333333333333,3.54388938182067,3.072693800000707,0.5333333333333333,1.4067990418188607,6.868746691121616e-13,2.327203588666481e-13
49,79,oh where has my little dog gone.wav,8.02,0.4931362259403382,0,,0.4964530202547836,,1.381220299999768,111   43   12   79,3,1.445807500000228,0,1.118245822722015,sub-18,48,68,17.794999999999845,3.821298117448755,,1.381220299999768,1.445807500000228,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,51.683786373586734,1.37973880404426e-12,3.92796307195315e-13,4.636081968698649e-13,9.429660809319257e-14,False,False,Not familiar,0.7205882352941176,-0.6951868604382427,oh where has my little dog gone,-11.860203121351502,-12.405832603808296,-12.333848894054686,-13.0255039288205,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.3888888888888889,4.277322328563189,3.773924399982207,0.6111111111111112,2.4259127622579872,8.015356589402765e-13,2.108424557436751e-13
50,27,can't help falling in love.wav,13.4990022675737,0.432197157565105,0,,0.4965623143677697,,1.277248299999883,96   64   27   19,2,1.199621899999329,0,1.06187388012175,sub-18,49,36,23.25,1.5483870967741935,,1.277248299999883,1.199621899999329,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,43.8528982614594,2.6958797419707717e-12,6.577537880744263e-13,5.605085933752941e-13,1.743046746413421e-13,False,False,Not familiar,0.7352941176470589,-0.6951868604382427,can't help falling in love,-11.56929948474924,-12.18193664208668,-12.251417724680316,-12.758690965479127,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,16,0.4375,7.6714768571265655,8.085418899994693,0.625,1.057690390326194,9.746331026732089e-13,1.7856867578321017e-13
51,22,blowin' in the wind.wav,9.950022675736962,0.4484057818312575,0,,0.4136631538422398,,1.339077599999655,22   88   71   39,2,5.251849999999649,0,1.154266880643485,sub-18,50,40,23.48400000000015,1.703287344575019,,1.339077599999655,5.251849999999649,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,46.81389078103527,1.2966024195649067e-12,4.787057837480548e-13,6.649163097865037e-13,1.74665449766669e-13,False,False,Not familiar,0.75,-0.6951868604382427,blowin' in the wind,-11.887193172303755,-12.319931325317945,-12.177233014073115,-12.757792993469495,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,17,0.4117647058823529,5.252832628545418,4.962906300002942,0.4117647058823529,1.403225066909757,6.4604084672615e-13,1.5215973588760012e-13
52,19,billie jean.wav,8.305986394557824,0.4512308382848653,0,,0.4618304166508704,,3.38809560000027,26   50   19  117,2,1.064250800000082,0,1.065371949183425,sub-18,51,42,20.391999999999825,2.0596312279325404,,3.38809560000027,1.064250800000082,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,66.17235434304821,2.4129300629426823e-11,1.2475790083747203e-12,8.156804588460048e-13,1.2753919413439058e-13,False,False,Not familiar,0.7647058823529411,-0.6951868604382427,billie jean,-10.617455265624676,-11.903931941243943,-12.088479941906403,-12.894356331461145,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.1111111111111111,4.051077749958495,4.051077749958495,0.5,1.6829746745572263,5.909739214345684e-13,1.9179647051771393e-13
53,91,puff the magic dragon.wav,9.333015873015873,0.4627898086106397,0,,0.4789105246675686,,1.054186900000786,91   28   72   36,2,2.110441300000275,0,1.15113588389134,sub-18,52,50,19.22700000000009,2.6005096999011688,,1.054186900000786,2.110441300000275,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,69.33842541861279,2.6266664242527127e-12,6.017093294487137e-13,3.840471439464294e-13,2.0271531362628202e-13,False,False,Not familiar,0.7794117647058824,-0.6951868604382427,puff the magic dragon,-11.580595077310964,-12.220613254759492,-12.415615460270317,-12.693113442366768,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,20,0.35,6.388328328567305,7.126745600020513,0.5,1.8696544158397717,6.130707030587638e-13,1.946959204305559e-13
54,36,do-re-mi.wav,12.94399092970522,0.424551167043731,0,,0.4917569875697159,,0.9174607000004472,90   36  117   25,1,7.400204499999745,0,1.090908326737136,sub-18,53,56,28.154999999999973,1.98898952228734,,0.9174607000004472,7.400204499999745,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,70.73168052333084,1.866522732965384e-11,1.2114532524633805e-12,6.250228494772163e-13,1.3523640175428587e-13,False,False,Not familiar,0.7941176470588235,-0.6951868604382427,do-re-mi,-10.728966716296851,-11.916693339750909,-12.20410410550316,-12.86890639306042,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,19,0.631578947368421,4.112124158327258,3.8408767500004615,0.42105263157894735,1.093541061654281,7.209138760939492e-13,1.802820147316661e-13
55,65,louie louie.wav,8.860997732426304,0.4571011639898784,0,,0.4483686138806254,,4.002933800000392,65    5   55   75,1,5.002706799999942,1,1.135119484205875,sub-18,54,42,24.781999999999925,1.6947784682430846,,4.002933800000392,5.002706799999942,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,66.80671020303619,1.300262771781489e-12,7.49034102332416e-13,6.140151365829412e-13,1.3193057187204471e-13,False,False,Not familiar,0.8088235294117647,-0.6951868604382427,louie louie,-11.885968871691194,-12.12549840911277,-12.211820922582907,-12.879654555045981,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,16,0.125,3.943322199978866,3.943322199978866,0.3125,1.6831035162380563,6.869833733563681e-13,1.8911943003254986e-13
56,33,do as I'm doing.wav,11.67102040816327,0.4124723459003238,0,,0.4619008339816226,,1.224390100000164,86   50   33   72,2,5.145800799999961,0,1.007235628593675,sub-18,55,108,24.8900000000001,4.339092004821196,,1.224390100000164,5.145800799999961,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,42.36751368421106,9.854504329153967e-13,4.943785233921866e-13,3.6802010418242585e-13,1.1691407858484084e-13,False,False,Not familiar,0.8235294117647058,-0.6951868604382427,do as I'm doing,-12.006365215375105,-12.305940403968703,-12.434128456062883,-12.932133188722155,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,15,0.13333333333333333,3.342006049999327,3.342006049999327,0.4666666666666667,3.7877431969898137,8.220157298330652e-13,1.48578870553703e-13
57,92,ring around the rosie.wav,7.034013605442177,0.4597831051793341,0,,0.4946453416719158,,2.07301279999956,14   57   64   92,1,2.222255799999402,0,1.189197483973093,sub-18,56,42,19.52299999999991,2.151308712800297,,2.07301279999956,2.222255799999402,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,35.1800772566639,8.03532093261796e-12,1.0185780474271227e-12,2.853692207005144e-13,1.4827918414090959e-13,False,False,Not familiar,0.8382352941176471,-0.6951868604382427,ring around the rosie,-11.094996772729935,-11.992005688049888,-12.544592870747582,-12.828919812203276,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,19,0.7894736842105263,3.7177239200042096,3.871024899999611,0.8947368421052632,1.3281355626238156,1.3572135258656769e-12,2.1644622747460044e-13
58,109,teddy bear picnic.wav,8.161995464852607,0.4404406924733513,0,,0.4495027248036907,,1.13551869999992,5  109   31   14,3,4.897956600000725,0,1.171750548114495,sub-18,57,64,21.399000000000115,2.9907939623346724,,1.13551869999992,4.897956600000725,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,36.845022536228996,9.238356896132275e-13,4.285612203779066e-13,1.9696839818771062e-13,1.1700394027113152e-13,False,False,Not familiar,0.8529411764705882,-0.6951868604382427,teddy bear picnic,-12.034405264104315,-12.3679871299294,-12.70560344690248,-12.931799512534221,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,13,0.46153846153846156,4.636352633310405,4.027733499962778,0.46153846153846156,2.2685183960490694,6.039941379623218e-13,1.584812339127855e-13
59,101,skip to my lou.wav,8.863990929705215,0.4633997820912631,0,,0.4368999975018953,,1.553645699999834,88   27  101   58,1,7.353143100000125,0,1.192542536902512,sub-18,58,50,24.48700000000008,2.041899783558616,,1.553645699999834,7.353143100000125,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,51.35442865658033,1.485405945416464e-12,6.225282650909426e-13,2.488841696532971e-13,1.3429349028487841e-13,False,False,Not familiar,0.8676470588235294,-0.6951868604382427,skip to my lou,-11.828154842130132,-12.205840925205159,-12.60400272593403,-12.871945038722766,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,17,0.7647058823529411,4.133029453849024,3.311875400017016,0.7058823529411765,1.2787450259991195,5.653563296788205e-13,1.7983070622181218e-13
60,49,"hello mudduh, hello fadduh.wav",10.60199546485261,0.401753886543141,0,,0.4958761542674165,,1.241239800000585,45   47   49   69,3,3.302400700000362,1,1.101531694834864,sub-18,59,72,22.131999999999834,3.2532080245798185,,1.241239800000585,3.302400700000362,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,44.03853360184597,7.005863616361504e-13,3.4684094299337814e-13,1.2499347037148263e-12,1.168173050170958e-13,False,False,Not familiar,0.8823529411764706,-0.6951868604382427,"hello mudduh, hello fadduh",-12.154538321377181,-12.459869641684426,-11.903112673837567,-12.932492817182995,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.16666666666666666,3.2601972666346533,2.343881999986479,0.5555555555555556,2.4794853278280176,5.089460791750127e-13,1.7300323242200342e-13
61,90,popeye the sailorman.wav,7.546984126984127,0.4522041834987835,0,,0.4653453550707251,,1.527172500000233,90  103   60   67,2,15.47377760000018,0,1.022026330933295,sub-18,60,66,31.60200000000009,2.088475412948542,,1.527172500000233,15.47377760000018,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,33.13108517096048,3.3693791298543093e-12,7.319227081623029e-13,4.950143118566146e-13,1.1537360839342465e-13,False,False,Not familiar,0.8970588235294118,-0.6951868604382427,popeye the sailorman,-11.472450118511402,-12.135534778492051,-12.30538224456037,-12.937893524281971,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,15,0.2,4.413098966654313,3.985131699999329,0.4,2.575461536387728,5.239791161522585e-13,2.1958658407031168e-13
62,94,rock-a-bye baby.wav,13.92498866213152,0.4086001754237737,0,,0.4775267225522834,,1.674197800000002,54   94   39  112,3,7.012807500000235,0,1.039345322313927,sub-18,61,74,29.623000000000047,2.498058940687975,,1.674197800000002,7.012807500000235,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,40.529871412568085,7.842677146370003e-12,8.5561080956325e-13,4.067442263028385e-13,1.262385582134001e-13,False,False,Not familiar,0.9117647058823529,-0.6951868604382427,rock-a-bye baby,-11.105535662898358,-12.067723737302922,-12.390678603117875,-12.898807974238743,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,18,0.7222222222222222,3.3867903461499598,3.393968499993207,0.7777777777777778,1.3658615483956704,7.558017196723205e-13,1.767302924475849e-13
63,43,get ready.wav,7.080997732426304,0.4060574804449852,0,,0.4633140477350576,,1.478619499999695,43   16   92   94,3,6.712626399999863,0,1.142925753959639,sub-18,62,48,22.125,2.169491525423729,,1.478619499999695,6.712626399999863,2024-05-29 13:18:30,19,M,R,N,2024-05-29,2024-05,Wednesday,43.735097053002,7.570039006600418e-12,7.691790803611476e-13,5.504507114774294e-13,1.432217261622424e-13,False,False,Not familiar,0.9264705882352942,-0.6951868604382427,get ready,-11.12090188267857,-12.11397253593546,-12.259281562599046,-12.843991096297222,68,0.0,0.16176470588235295,,47.370582599859695,5.379912411946779e-13,1.4316311852524356e-13,-12.269224794838786,-12.844168849933096,17,0.17647058823529413,4.686644666682696,5.242542100022547,0.5294117647058824,1.9907803034120106,9.846701197659191e-13,1.9626438437426707e-13
