participant_id,trial_index,global_field_power,delta_power,theta_power,alpha_power,beta_power
sub-09,9,12.084376323457148,2.0482640017571593e-11,3.1733881829355187e-12,4.927903475934858e-13,1.2326323661842772e-13
sub-09,10,12.788215466893698,4.9556482083112846e-12,5.692872179658196e-13,1.510847282683556e-13,7.381451304720386e-14
sub-09,11,14.523466872570681,1.1262822519411846e-11,2.191269932444726e-12,3.836572690870108e-13,1.849725271763023e-13
sub-09,12,11.370117853373756,9.916665366228733e-13,3.8025476610544077e-13,1.5052697361859642e-13,9.193456727264094e-14
sub-09,13,12.466316953410072,1.8615475037281713e-11,2.9599736835131547e-12,4.690508601866773e-13,1.6541221811307e-13
sub-09,14,13.55793933460335,3.665216356894664e-12,5.913657794803899e-13,2.102629350749093e-13,1.58988296092359e-13
sub-09,15,12.029722791857715,6.145205447176661e-12,4.997080879134821e-13,3.598159824013796e-13,1.308013572499871e-13
sub-09,16,13.678416429193197,1.8937045557311307e-11,3.03680835495877e-12,7.332091299127519e-13,2.2735776607568898e-13
sub-09,17,13.169195595683952,1.2219478115925248e-11,1.4638053330637039e-12,2.364888405226827e-13,1.6856467887754098e-13
sub-09,18,13.403317905704695,1.9680501665563737e-12,3.6944983146646576e-13,1.4768827644225149e-13,1.071854474077116e-13
sub-09,19,12.39287015096884,1.9879405179293296e-12,3.050190732878118e-13,3.3719024073026165e-13,1.4591481644049268e-13
sub-09,20,13.247090441815711,2.7373361652533623e-12,3.5169571927567293e-13,2.0227123590114456e-13,1.1746822861647475e-13
sub-09,21,13.597753484943773,9.173671707617777e-13,2.5590694143628416e-13,1.379287436251396e-13,1.8291074597030137e-13
sub-09,22,13.17384853739312,8.819673271860397e-12,1.0027242182495786e-12,2.6327029759341294e-13,1.0077944855993105e-13
sub-09,23,11.901357241383689,1.7063742221310275e-11,1.1370890918802213e-12,1.9456694887876797e-13,1.3144309846536503e-13
sub-09,24,13.451361995411405,1.7331413832415137e-12,4.4219256775292023e-13,2.400011537996529e-13,9.815050085021838e-14
sub-09,25,16.942514679735673,2.3871776853474925e-11,2.67946144826732e-12,2.3463883345361115e-13,1.9549188933799533e-13
sub-09,26,11.68005456996341,6.030919094793213e-12,1.4890828732850672e-12,3.634681434113286e-13,2.677368844474781e-13
sub-09,27,13.671774518372041,1.2584374336317827e-11,1.285931181037118e-12,1.2833382057952101e-13,1.3052832734749467e-13
sub-09,28,16.574471183308077,3.085302782370264e-11,1.848649199908778e-12,2.158605826396175e-13,1.4869896980470334e-13
sub-09,29,11.900752951832747,2.2891204096333487e-12,2.7958097134315504e-13,1.0717545959870532e-13,1.3665218759149149e-13
sub-09,30,11.447795478854575,6.8597336515984845e-12,8.111527743623374e-13,1.6748343191198581e-13,2.167409700970371e-13
sub-09,31,12.69655881044255,1.1553228545306502e-12,3.6040755843428025e-13,1.7354979086257197e-13,1.1279343894591466e-13
sub-09,32,13.267862027566466,8.00471539707146e-13,4.337472248301714e-13,4.1229837029753854e-13,2.3126550836747777e-13
sub-09,33,11.379853367072464,1.1335385756132538e-11,1.7528193118281007e-12,3.2773769030461575e-13,1.2461310297092808e-13
sub-09,34,13.036929086060278,5.951616111883249e-12,7.317699680485125e-13,1.658306498945802e-13,1.442409682603012e-13
sub-09,35,12.670637480724178,6.525593553132239e-12,7.117663411963963e-13,2.370899231840764e-13,1.7912939027277794e-13
sub-09,36,11.706944185166481,1.7981160535563512e-11,1.6182500434686658e-12,1.4746783273076302e-13,1.1055699693385034e-13
sub-09,37,12.681371100433726,4.512800273716925e-12,6.307210769404617e-13,1.9883600337974442e-13,2.385435856508595e-13
sub-09,38,11.604079535696195,1.6507567403857716e-11,1.2244779938363425e-12,1.2192794650702695e-13,1.1920020054921877e-13
sub-09,39,14.358598943104198,1.7853824056301026e-12,7.952545713972414e-13,1.6612322179251842e-13,1.4187015150218306e-13
sub-09,40,12.569263183393867,5.0990130859925884e-12,4.1305645541207567e-13,1.436414162196022e-13,1.105761502061477e-13
sub-09,41,13.17505343217351,1.2059876324899086e-12,2.750899155652012e-13,1.8375441043046698e-13,1.2955205973480367e-13
sub-09,42,13.43623250671359,4.864048683600839e-12,3.398624303880861e-13,4.421529114578899e-13,2.650941689153239e-13
sub-09,43,13.971088196672547,2.8508111598602603e-11,7.600827002839466e-13,1.76469565355186e-13,1.1369893193319744e-13
sub-09,44,12.435418768829203,1.1786652416539982e-12,4.0457568863555966e-13,1.122921349638391e-13,2.9903497092677004e-13
sub-09,45,17.073669360942468,3.6660448758354345e-11,3.945136821128237e-12,5.190931882265396e-13,2.450972764411086e-13
sub-09,46,13.143262840558968,1.4938428896445274e-12,2.8981991985603153e-13,1.7383502349285398e-13,1.160115975900673e-13
sub-09,47,12.082073823431209,1.3608851358489286e-12,5.487237534916005e-13,8.79824061859208e-13,2.3751582545437767e-13
sub-09,48,11.03375874580307,1.2724843565810967e-12,4.044403842544416e-13,1.1509635405869433e-13,7.955404004333942e-14
sub-09,49,11.256781822143505,9.046723164720384e-12,9.372111844966208e-13,2.2298312007682475e-13,1.346527161242341e-13
sub-09,50,13.333954149764358,1.709256376081463e-11,9.219687184123647e-13,5.35692782693921e-13,2.3404866673182227e-13
sub-09,51,11.806550352605587,1.4817103975665301e-12,2.7333846338146015e-13,1.7289933675209006e-13,1.2397255147417006e-13
sub-09,52,13.224301600354917,8.842194729536214e-13,1.6473148065424244e-13,2.009549608747189e-13,1.8964502407107171e-13
sub-09,53,12.982087238990664,1.6957170603766672e-12,4.821237857860809e-13,1.8003973310940713e-13,1.170550930070775e-13
sub-09,54,14.233782691493639,4.1552942506508774e-12,2.8228209214356485e-13,1.578222442584005e-13,1.3444374703476046e-13
sub-09,55,12.82229434749306,1.7821134015530446e-12,2.486358831555933e-13,1.5257835362867772e-13,1.3383543427992694e-13
sub-09,56,13.849534684371031,2.2553415139772462e-11,1.3438065326331087e-12,1.5469454348478056e-13,1.25434542039057e-13
sub-09,57,11.858882001587826,2.0243950452611907e-11,1.1423279868624563e-12,1.5726455319504644e-13,1.5849630168870024e-13
sub-09,58,12.614483471518739,2.6162855264848104e-12,4.60835346311133e-13,1.4928540074970908e-13,1.6110305798374384e-13
sub-09,59,10.802411672973154,4.0939884006592015e-13,2.5413421511135503e-13,1.8677562220197483e-13,7.288594009018034e-14
sub-09,60,12.049464219056965,1.3480683027819733e-12,2.6963352969652205e-13,2.484925968862287e-13,1.434846941607113e-13
sub-10,0,30.19158398904663,6.720999914049431e-11,4.342295401047673e-12,1.0402779422344305e-12,1.387240588122152e-13
sub-10,1,27.669279933249527,6.897899821247774e-11,1.2652873719064265e-11,9.533133131711135e-13,1.658655641243646e-13
sub-10,2,25.06712650544827,1.625273026029349e-11,9.145128479177517e-13,2.7418607235799837e-13,1.7455005309518412e-13
sub-10,3,23.91320071429657,2.2822199976298793e-11,4.593319299854856e-12,9.055010897099785e-13,1.2376033990816034e-13
sub-10,4,22.521851617509324,2.072677594569817e-11,1.8590722071513857e-12,4.481729891295296e-13,1.843662645162963e-13
sub-10,5,24.985424562237014,5.21089543910417e-11,1.0515541180788361e-11,7.115784931960181e-13,1.5569202242382812e-13
sub-10,6,19.252367091699455,7.127970238840105e-11,6.803216705785024e-12,6.61959937604694e-13,1.2746045692907624e-13
sub-10,7,20.915629146577505,4.556469076672252e-11,2.3439717928665337e-12,3.107477893908964e-13,1.4067132640911344e-13
sub-10,8,22.695417322664408,6.570170133318287e-11,6.1703167274128495e-12,1.0910764724736586e-12,2.0010657547066714e-13
sub-10,9,26.589187006676003,3.579514347588128e-11,4.121124449194136e-12,5.007497457056627e-13,1.0475497962730944e-13
sub-10,10,23.325417653538643,2.984194741831904e-11,1.5971861585517042e-12,4.289302117669731e-13,1.1016311755067343e-13
sub-10,11,24.83753869280379,1.8707499587494703e-11,1.3340562246890715e-12,5.331397509362809e-13,1.2763296476505718e-13
sub-10,12,27.366897173573136,4.1871261779430323e-11,6.0342346628380015e-12,9.784503872186105e-13,1.2988707787166558e-13
sub-10,13,26.88202095957277,2.7393211192991917e-11,1.5433675196782284e-12,6.900562864153489e-13,1.0288853658114498e-13
sub-10,14,18.27834176797319,2.4606282130074373e-11,5.984791915242957e-12,7.500024654010139e-13,1.093400259718133e-13
sub-10,15,21.230390201903543,6.76884078007272e-11,6.6648081321061805e-12,8.336953263379967e-13,1.678351922738671e-13
sub-10,16,24.565335622525765,1.7775242571261043e-11,2.2848449824985645e-12,3.6858709399001585e-13,9.626072292020716e-14
sub-10,17,22.574318127585276,6.60260423636399e-11,7.863771856905647e-12,7.691403051347279e-13,2.510192723122774e-13
sub-10,18,22.18120719193542,7.351908279899656e-11,9.742594481006636e-12,1.7700874016151411e-12,2.494169403762214e-13
sub-10,19,22.285955931503985,8.926437809442627e-12,1.0258754925954545e-12,3.535950029065449e-13,1.1423860173858708e-13
sub-10,20,20.722198797975086,4.9171180026875595e-11,3.675545022469045e-12,8.242554510330993e-13,1.1897709480546242e-13
sub-10,21,26.340593986891694,5.629365601816133e-11,7.277123568182325e-12,5.664598004773916e-13,1.921821152872914e-13
sub-10,22,25.33739737546796,3.645777845878474e-11,9.982864076121887e-13,6.195347017649643e-13,1.437154544153209e-13
sub-10,23,15.421821178549964,1.399599131203693e-11,2.2605139631997583e-12,4.008894132277384e-13,1.155694848409819e-13
sub-10,24,21.826068890577407,1.7063441672856336e-11,3.751044586984596e-12,6.207943614635476e-13,1.712932228691008e-13
sub-10,25,24.190349834398816,4.6777512496961876e-11,7.812862695141816e-12,1.2750296197894042e-12,9.827182327581535e-14
sub-10,26,29.792271996908852,5.3464216581221455e-11,6.199073791698606e-12,1.0738499096275794e-12,1.1207988746536967e-13
sub-10,27,21.102514014259008,9.580417193601011e-12,2.327808022952113e-12,9.522360810970034e-13,1.2667684721362244e-13
sub-10,28,16.622751504354703,6.445827973428276e-11,8.775037134480212e-12,7.27730344674901e-13,1.337372926547893e-13
sub-10,29,20.680086992543355,2.2798675152915703e-11,9.489696298633946e-13,4.683863292806656e-13,9.706229557167608e-14
sub-10,30,25.42062870919808,2.7196233192959543e-11,5.323804476091993e-12,9.613376913658224e-13,1.3307136837665835e-13
sub-10,31,22.31671866071717,7.350267943850489e-11,2.8005400743213954e-12,4.2107812371401535e-13,1.3632611145697428e-13
sub-10,32,20.511670577963,1.293981774447457e-11,7.4255765622686e-13,1.0105813257533787e-12,2.8075524379389044e-13
sub-10,33,25.552184776935853,3.954423967366489e-11,2.614844754030649e-12,6.206107234346749e-13,1.2706503195702994e-13
sub-10,34,26.56764561559165,3.090726542779504e-11,2.527271122557976e-12,4.96227372188193e-13,1.1036372687297808e-13
sub-10,35,26.890329509220013,3.865685222715587e-11,3.3300315671981914e-12,1.0553932684154924e-12,1.3016960760997026e-13
sub-10,36,24.592435292792032,2.883195249096193e-11,2.021830299331421e-12,1.4487526402974174e-12,1.7693479943583183e-13
sub-10,37,21.036121376433357,2.606945868550585e-11,1.0885801399038304e-12,9.628466463460534e-13,1.1427770175746805e-13
sub-10,38,24.53153363688197,2.3847088401040435e-11,6.185006977131891e-12,1.4113593380528276e-12,4.626988471877623e-13
sub-10,39,18.654064422058923,5.1132144478618366e-11,2.133103871022154e-12,4.1707972294243893e-13,1.2300683500871806e-13
sub-10,40,19.64751080830723,1.1502267982941025e-11,1.0399633183453758e-12,7.435361376464351e-13,2.8760679800069067e-13
sub-10,41,20.989262455603242,2.355615645075291e-11,9.475602946914869e-13,5.051144521213399e-13,1.2022610891614979e-13
sub-10,42,21.422648885020873,2.0558991438353897e-11,1.581465351675582e-12,1.033397104582484e-12,1.146422997055224e-13
sub-10,43,18.51143328289201,8.609965854426401e-12,1.3331008000713776e-12,1.2420365822657003e-12,1.0752256471285756e-13
sub-10,44,23.844399633677156,6.536648907547426e-11,3.3773839913062463e-12,4.567023307661332e-13,8.213627729121551e-14
sub-10,45,23.674649097470837,2.265919342999558e-11,1.4536999676920373e-12,3.946099905658544e-13,1.2392260378309536e-13
sub-10,46,23.016714510150358,2.2048765798805156e-11,6.642031348399582e-13,2.562194879538688e-13,1.0283391846742535e-13
sub-10,47,22.810261162555026,4.1630788996920903e-11,1.4256590431669086e-12,6.534873965189882e-13,1.1070868275807117e-13
sub-10,48,21.619933282499037,3.166946654946711e-11,1.1097820067309075e-12,7.298273728504274e-13,1.2510701561614919e-13
sub-10,49,20.212900853307,3.992172575705452e-11,2.3350110778465054e-12,7.719319541188326e-13,3.172609955397211e-13
sub-10,50,15.083234698180497,3.559269309611079e-12,3.0784170883606013e-13,5.910261762803357e-13,1.5217833358823273e-13
sub-10,51,17.005085969428368,1.2496797378666308e-11,5.359446893702654e-13,5.266027527480403e-13,1.1071220576225786e-13
sub-10,52,22.169461144386247,1.703688183584299e-11,1.142912984095373e-12,5.577064993491089e-13,2.2682217450420237e-13
sub-10,53,24.759984200114026,2.247676560213939e-12,3.155219185546254e-13,2.7907926823507153e-13,8.351267414733286e-14
sub-10,54,20.06532310149736,1.2911059210688396e-11,1.0417771542340031e-12,2.844817214035159e-13,9.399912798372818e-14
sub-10,55,17.65732268686927,2.0496634878039337e-11,1.2835973304853733e-12,3.2826089591522847e-13,1.598900636672432e-13
sub-10,56,21.30110863216016,4.25263474983337e-11,3.803129983327115e-12,7.500984990091956e-13,1.229746278676195e-13
sub-10,57,24.67436941118005,1.888995721845655e-11,3.756675314411828e-12,6.533764135080192e-13,7.776635169364417e-14
sub-10,58,20.268626986362786,1.6701389249372765e-11,6.834930243059014e-13,2.380439867487507e-13,8.261888519712646e-14
sub-10,59,25.15854572218873,2.022817163620008e-11,1.4075262719118787e-12,4.754546465657628e-13,1.1611528509714657e-13
sub-10,60,22.128192080493413,2.1624064817082914e-11,1.3419644071826776e-12,3.5390610382427067e-13,1.8486912368832982e-13
sub-10,61,15.243947883778429,2.337746649674559e-12,5.29488107618491e-13,3.571990053844506e-13,6.731819018096408e-14
sub-10,62,22.645702489736856,3.044579951369746e-11,4.815276186132007e-12,7.140904264498102e-13,1.3124104106412385e-13
sub-11,0,17.776101780130357,3.0364038730048655e-11,4.043342543492784e-12,5.951157449366066e-13,2.571800402987646e-13
sub-11,1,36.496349788734676,7.567138647777688e-13,4.547913967292251e-13,3.0378317586959625e-13,4.253453698407939e-13
sub-11,2,17.407631821575954,9.044114246867007e-13,2.583838554544806e-13,3.684860943471117e-13,3.5538639139045e-13
sub-11,3,29.855988564407525,8.924369561212482e-12,1.8812533396647375e-12,4.227928666787216e-13,3.7006031463903385e-13
sub-11,4,24.95291909079909,4.10928495941193e-12,7.061804988280499e-13,5.579762447693796e-13,4.0144365198162464e-13
sub-11,5,20.813560459408617,4.473424268210267e-12,7.37092701940136e-13,2.322853401372261e-13,1.215132605455213e-13
sub-11,6,17.88091381939879,3.4295928171184504e-12,5.770523415291085e-13,3.829079140356436e-13,1.7089732819405909e-13
sub-11,7,19.87564769893551,2.4666008833629015e-12,5.659232001948123e-13,3.530976069442379e-13,1.8706014909211134e-13
sub-11,8,28.3750048803788,2.9313169913316015e-12,4.68456409210997e-13,1.648607733673361e-13,1.568439210475255e-13
sub-11,9,20.382658057127802,1.5844738621003757e-12,7.126997308224428e-13,2.158636072376681e-13,2.392550232705825e-13
sub-11,10,21.596527550674534,1.9375065422567315e-12,6.898091102531203e-13,5.256099739044574e-13,1.9048521103338834e-13
sub-11,11,19.478291490834945,1.8959324992259187e-12,6.953422553510286e-13,2.6917958350560075e-13,1.4757943426949756e-13
sub-11,12,25.634346981601237,9.14553697984788e-12,1.929879229353965e-12,4.7371645125296e-13,3.1859722415005404e-13
sub-11,13,20.23981616413438,1.6596957936724798e-12,3.1891476733576806e-13,5.195088452853777e-13,1.436714252139611e-13
sub-11,14,22.020060053579837,3.3151619513782704e-12,2.649267965191685e-13,3.422307066417837e-13,1.3535101517096926e-13
sub-11,15,18.450700945470324,8.298065551502112e-13,4.861153420420509e-13,2.7814333888783264e-13,1.1441403633893197e-13
sub-11,16,21.744133931130104,1.3980290924822637e-12,4.1017068729843087e-13,3.0110160191223803e-13,1.145628728322495e-13
sub-11,17,33.21455443721369,2.7657478399336255e-12,6.348966920564502e-13,6.385836537337999e-13,3.682097561445926e-13
sub-11,18,30.60426890560283,1.4611216894957542e-11,2.111908887275112e-12,4.122569546859202e-13,3.7432287467728527e-13
sub-11,19,24.569583167522442,9.527160637103615e-13,6.008080800957585e-13,2.4651991953590625e-13,1.397005956692308e-13
sub-11,20,22.374924310340933,8.597843543979095e-12,8.963037794483441e-13,2.5573986499367116e-13,1.3165268209868595e-13
sub-11,21,20.785424422232563,2.8206720447391926e-11,1.3257757800783972e-12,4.698574466507788e-13,2.3883152915077795e-13
sub-11,22,18.65962117556329,5.558733814490321e-13,5.530941363291918e-13,3.383667915936267e-13,1.471092949083158e-13
sub-11,23,29.007713372318637,1.7311479631904785e-12,6.241067983271215e-13,4.3709411803705933e-13,5.025981485382073e-13
sub-11,24,39.84382782568156,1.3306481311013102e-11,2.061698084142838e-12,1.4420972136278142e-12,1.922699596209788e-12
sub-11,25,20.639843563401076,3.7030529062661176e-11,2.5452012382727907e-12,4.085602306277993e-13,1.6811962707921884e-13
sub-11,26,30.40235751999774,1.8757709793356114e-12,5.951545884935717e-13,4.4977704656703036e-13,3.0663579549333336e-13
sub-11,27,17.55352494067595,4.150305128563449e-12,8.090352927562641e-13,3.2971613397012626e-13,2.742973719345057e-13
sub-11,28,19.59694787392159,9.905685561133212e-13,3.556580844180863e-13,1.9193176648002004e-13,1.1843966118313367e-13
sub-11,29,27.65756792963813,1.0515943139963589e-11,1.194268788390952e-12,5.039815333724465e-13,5.580758099290939e-13
sub-11,30,21.064253272492724,1.664575422138013e-11,2.9849107710291806e-12,3.864361245631524e-13,2.0398010438713192e-13
sub-11,31,82.44230902320527,6.2227879614079e-12,1.6527445644680261e-12,6.760916177619435e-13,3.3445652997876653e-12
sub-11,32,19.23594061381117,6.355024990301348e-12,6.897230778292396e-13,2.8568056121780575e-13,1.5928552655683024e-13
sub-11,33,19.44652772148033,1.2188850306434238e-12,3.7225943614011684e-13,2.7955074137528304e-13,8.925664612677317e-14
sub-11,34,31.060266457100656,1.5861706456448019e-12,4.207063327674013e-13,2.745896714352702e-13,2.120006611964523e-13
sub-11,35,27.91651156555612,9.650477657207866e-12,1.0235827219073495e-12,9.997055334498792e-13,3.714563531918349e-13
sub-11,36,22.233645993533894,2.832856383995735e-12,7.887050794118272e-13,6.074982402769319e-13,2.901771458518715e-13
sub-11,37,19.079844674339924,1.109506840841486e-12,2.795870168945589e-13,3.3789118004648726e-13,9.909442944247384e-14
sub-11,38,43.017651244660165,2.7526824818606148e-12,6.275920352636903e-13,3.4483883761907403e-13,1.4171082952033428e-12
sub-11,39,30.207562143864813,1.9227041117267463e-12,1.0093234249585514e-12,3.6662672838648106e-13,3.68125883366761e-13
sub-11,40,25.01957562961559,1.4721746667064245e-12,5.996850232609981e-13,5.395011141642746e-13,1.2467243487863733e-13
sub-11,41,19.303791400805473,1.2237336933350246e-11,1.918799045649966e-12,5.480781503338695e-13,2.0506606717646537e-13
sub-11,42,20.270887792009077,1.1378952983972745e-12,4.0461867555612517e-13,4.337504307046179e-13,1.910208463434451e-13
sub-11,43,18.817691002083613,1.0533336866151828e-11,1.9178010232997936e-12,6.769731484971666e-13,2.0314325530128409e-13
sub-11,44,20.145681603288057,1.5839876238389775e-12,4.364032299817003e-13,2.985971550030214e-13,1.5066354458518876e-13
sub-11,45,22.230553597447148,2.047174733522118e-12,6.500018006395493e-13,3.0007853657193216e-13,2.494607826826338e-13
sub-11,46,13.977615963554191,1.0978162348513406e-11,1.5431705347244828e-12,2.3997285367582244e-13,1.5063946869366594e-13
sub-11,47,25.332939568547857,2.7471324862606472e-11,3.865494116128636e-12,9.155163654509037e-13,6.899973730938431e-13
sub-11,48,29.41985306305113,1.9717041576658287e-11,3.1185141124360964e-12,3.414095221025283e-13,6.377817488932244e-13
sub-11,49,16.76141046654343,4.6916496759271155e-12,7.625675640056745e-13,2.6912487739397586e-13,1.166609638489577e-13
sub-11,50,19.722872080249452,3.4730562693292076e-12,5.30713056316463e-13,2.7227833223231673e-13,1.707151056573728e-13
sub-11,51,18.45808288977424,1.6304330049288222e-12,6.135578723762029e-13,2.0116721409919556e-13,2.9151238474350285e-13
sub-11,52,18.49223877992213,8.492095721550836e-12,1.6762281900430805e-12,5.217357005527549e-13,2.0039942424075423e-13
sub-11,53,23.920671885747048,1.0012268372444464e-12,4.170223031827238e-13,4.1962145021867347e-13,4.4777920645136434e-13
sub-11,54,19.225808294181892,1.3357801544224483e-11,1.4836412395408982e-12,1.2326980239924844e-12,1.953317644167007e-13
sub-11,55,26.849246154525147,1.138967161745739e-12,5.827048243816858e-13,3.647702567338753e-13,5.857017387957288e-13
sub-11,56,19.646811205186385,1.1345944079429944e-12,4.2945652084494116e-13,5.350407311062516e-13,1.758828944416354e-13
sub-11,57,22.097973526078945,2.8792986218548653e-11,2.914851249390871e-12,4.600058862077406e-13,5.139495483765642e-13
sub-11,58,29.371053522809394,1.8420589180954157e-11,3.2318518678238924e-12,5.276245011740174e-13,6.393716530233578e-13
sub-12,0,21.48799183692964,3.666475495392602e-12,1.064698825895859e-12,4.282946158181073e-13,2.271720196111578e-13
sub-12,1,161.4025292121214,6.002423933253463e-12,1.6649711106682854e-12,4.4135884992548553e-13,3.263859286360455e-13
sub-12,2,28.500448037562467,2.2248186112430185e-12,1.2755235646690843e-12,2.761309684088168e-13,2.5445609747366417e-13
sub-12,3,21.48411083241454,1.6077530688144202e-12,8.37809570509523e-13,3.799097905562483e-13,3.8650598466056254e-13
sub-12,4,15.972302314225685,2.4567362737562957e-12,7.361333182215353e-13,4.1158963221723006e-13,1.8054316940543685e-13
sub-12,5,18.92925528915654,5.455467851013933e-12,1.6564596202261918e-12,3.720900329149805e-13,2.451555518139115e-13
sub-12,6,22.1579179072268,3.644602672358889e-12,7.170339787838961e-13,2.2753865710103545e-13,2.8221894829773837e-13
sub-12,7,24.672657789030744,8.032368911919368e-12,1.4512961769862053e-12,5.984675796362756e-13,3.813753942704243e-13
sub-12,8,18.57808878925455,1.923680242888295e-12,6.81577050714022e-13,4.103969687484314e-13,3.2659557429245045e-13
sub-12,9,14.09705736994393,6.304658468365449e-12,1.6088054119354378e-12,4.864634197255582e-13,3.465850112871782e-13
sub-12,10,19.081843278082875,7.05481802152193e-12,2.0949452774815824e-12,6.819604134385641e-13,3.897436625581459e-13
sub-12,11,19.713063315985735,8.02207542540758e-13,4.777416209757539e-13,2.522848173288831e-13,3.435138132753998e-13
sub-12,12,21.136554148667884,1.2040690164652752e-11,2.036040285952009e-12,9.021197771304575e-13,3.9164475394630705e-13
sub-12,13,24.743912320355218,5.1694702877262476e-12,1.2209784736194255e-12,3.2600819424402515e-13,1.7184481624289625e-13
sub-12,14,22.20072222193908,6.0729975191724826e-12,2.1548959239714555e-12,3.989623405523082e-13,1.7412263753749306e-13
sub-12,15,15.96222472141755,1.5708962324724105e-12,9.361433207982288e-13,3.353766956453016e-13,2.323434127451402e-13
sub-12,16,18.79898553524371,8.88648159860144e-13,4.378591962148218e-13,2.492796325047918e-13,1.9881849832213935e-13
sub-12,17,18.648871563205837,1.087949410268116e-12,9.352455638908139e-13,3.67305915964838e-13,2.5177076568013816e-13
sub-12,18,23.538098132594847,7.120253348649505e-12,1.8006252746655693e-12,6.077919532490341e-13,2.394796470550803e-13
sub-12,19,17.52646154369679,3.000545779830019e-12,9.080303526378238e-13,2.53805393718873e-13,2.0250646799068545e-13
sub-12,20,15.266758070727263,1.591674769156229e-12,6.183246069814863e-13,2.826605749378867e-13,2.1487542414013424e-13
sub-12,21,19.196938460427756,1.3978865988018106e-12,5.452678321428948e-13,4.368786478366672e-13,2.108684773170721e-13
sub-12,22,17.751208731551777,1.5870196445857352e-12,7.239203360651064e-13,4.1222924500773637e-13,2.298949086269755e-13
sub-12,23,21.5616683546617,3.11008444375361e-12,8.643523447259045e-13,4.688077694545328e-13,1.9437822455361503e-13
sub-12,24,15.982552970728019,1.5514553342817297e-11,2.9907856695532503e-12,4.619330864923314e-13,2.1035818103668611e-13
sub-12,25,21.706984074009824,3.4190385439755502e-12,5.225504868731386e-13,3.488978853296467e-13,2.2325589872195373e-13
sub-12,26,15.074271960790002,1.6760941429802149e-12,4.53894719467041e-13,3.800475757171043e-13,2.4625682468674335e-13
sub-12,27,22.883079955655248,2.8725954813961324e-12,9.726463954961222e-13,3.5290608839850093e-13,2.098200228972563e-13
sub-12,28,15.439324420876257,1.6268108055627677e-12,7.891248356950617e-13,6.001218536468234e-13,2.0499665739867208e-13
sub-12,29,23.20731100707053,2.170537160468912e-12,7.993336905056366e-13,3.1675479756073316e-13,2.5432149065819115e-13
sub-12,30,17.40280317980128,3.1502637703204843e-12,9.399912011334768e-13,2.752895262360918e-13,2.6282264979965806e-13
sub-12,31,21.541041624912925,3.0849156375389248e-12,5.905442196912911e-13,6.020011495041285e-13,3.709625356367677e-13
sub-12,32,18.92819653473878,3.650526066223846e-12,1.3721155725259188e-12,2.5307937182937744e-13,2.3240726239400406e-13
sub-12,33,25.84189497622414,1.906662344426157e-12,6.775502143667919e-13,1.7064269523923326e-13,3.134944153012016e-13
sub-12,34,22.06277950016506,1.6122032813046927e-12,6.019026649409893e-13,3.290988688239096e-13,2.925878126620684e-13
sub-12,35,14.743422675477653,2.6240081867108253e-12,1.34921637090015e-12,5.025479870300369e-13,3.0007231107083933e-13
sub-12,36,19.732347800924924,7.179453662402717e-12,1.329386605762797e-12,6.007987359771538e-13,2.53253332336322e-13
sub-12,37,21.331787284303804,3.855872169852013e-12,1.1104832852231306e-12,2.621397093718734e-13,3.0377282704727903e-13
sub-12,38,21.86413165795187,3.4050081293470098e-12,9.15130386387588e-13,3.3981522398138673e-13,2.990579096595603e-13
sub-12,39,19.40192773065874,1.6793965347009609e-12,7.22438054656897e-13,3.577293988447134e-13,2.3981611033880527e-13
sub-12,40,19.01162825735655,1.1925975260771628e-12,7.39781021901047e-13,3.190709259356566e-13,2.418717289186836e-13
sub-12,41,20.05447411985976,1.8698607368356426e-12,7.36093169636683e-13,3.9742617442126333e-13,3.0763828057421273e-13
sub-12,42,17.495308100195725,9.414628819404127e-12,1.0707065365616302e-12,4.4754523767279535e-13,2.3316216021038883e-13
sub-12,43,16.800891087610434,1.375154906211883e-12,5.729735916711053e-13,5.883636784010716e-13,2.973193323367219e-13
sub-12,44,19.070273819972215,3.5783223950960398e-12,7.664274841254257e-13,4.750168212404715e-13,2.6119098763016814e-13
sub-12,45,18.1993767872877,5.9886275779050885e-12,1.1275514882195062e-12,5.958739478346521e-13,2.2441480031229743e-13
sub-12,46,16.332034645667456,3.5003230650872932e-12,8.410704198178259e-13,7.038780020338967e-13,2.8842773699002313e-13
sub-12,47,18.132626005442212,1.5798857407351393e-11,2.676669169730074e-12,6.928887484048066e-13,3.223851290018647e-13
sub-12,48,17.855640598992125,3.1060445902033484e-12,1.3578514244040325e-12,3.6525245149785035e-13,2.628914876528334e-13
sub-12,49,19.041445701235194,2.4667149257905612e-11,3.3050683082185774e-12,4.4281361210358745e-13,2.365871388493037e-13
sub-12,50,17.640945322484292,2.7084903390171814e-12,6.565346655204877e-13,4.632584535778087e-13,2.0100182248938615e-13
sub-12,51,18.354239059121745,1.3244917405874647e-11,1.6677033384181603e-12,3.182125358848431e-13,1.7296828135713068e-13
sub-12,52,17.143891489346565,5.999381356825042e-12,1.6650845138482446e-12,1.0064893268106593e-12,3.450611116651085e-13
sub-12,53,15.876881514530124,2.3812938679719044e-12,6.713873008656936e-13,4.3208169165129953e-13,2.0796129715427831e-13
sub-12,54,19.001871043453395,1.703163386836347e-12,3.9521046321352684e-13,2.5490552564879017e-13,2.0527639681607282e-13
