trialNum	songNumber	songFileName	songDur	fixTime	responded	rt	postMusicTime	reply	promptRT	choicesMC	respMC	rtMC	outcomeMC	preFeedbackTime
1	8	a whole new world.wav	12.98798185941043	0.4445995425008908	0	n/a	0.4325042483030185	n/a	13.28876709999986	32    8  116  119	1	16.78684669999984	0	1.102531991200781
2	100	shoo fly.wav	9.372018140589569	0.4218202181396	0	n/a	0.4776382126469229	   	9.025201899999956	100   79   24   87	2	7.506689400000141	0	1.062102060124639
3	34	do wah ditty.wav	7.758004535147392	0.4045768735787306	0	n/a	0.4122940572704428	n/a	4.260764800000288	34    6  116   78	3	8.739903100000447	0	1.073083719727472
4	67	love me do.wav	12.46798185941043	0.4211920024158891	0	n/a	0.4310859458077072	n/a	3.292406200000187	96   67  104   93	2	8.701644199999464	1	1.101121673108535
5	11	alouette.wav	5.946984126984127	0.4402650457411398	0	n/a	0.4006960185148419	youtube but dont  know name 	19.41949730000033	68   11   42   76	1	7.427448599999479	0	1.095937150068427
6	62	let it snow.wav	9.334013605442177	0.4166767835695335	0	n/a	0.464726356350761	n/a	3.368099500000426	112   57   85   62	1	6.349599600000147	0	1.103787667944653
7	51	home on the range.wav	13.08498866213152	0.4829608743737377	0	n/a	0.4069787464290998	 	1.907189399999879	104   44   27   51	2	8.673095299999659	0	1.010824275648293
8	80	old gray mare.wav	9.33201814058957	0.4599723810940438	0	n/a	0.4656753415679951	n/a	2.013573100000031	108   83   18   80	3	17.85339350000049	0	1.039890932382133
9	118	when the saints go marching in.wav	7.611020408163266	0.4356462136897583	0	n/a	0.4227653087801603	n/a	1.890003599999545	5  118   91   58	1	2.610469100000046	0	1.093475106451924
10	47	happy trails.wav	9.331020408163266	0.493053473746805	0	n/a	0.4574269723686708	n/a	2.474460000000363	4    3   29   47	1	8.572357299999567	0	1.063857919289136
11	87	peter and the wolf.wav	10.82798185941043	0.4859116738291349	0	n/a	0.4893437607947868	n/a	2.230396500000097	4   87   30   55	3	7.692230499999823	0	1.096040468505219
12	121	you're a grand old flag.wav	9.33201814058957	0.4349017717423032	0	n/a	0.4248043629172233	n/a	1.879583899999488	117  121   21   44	1	13.32340419999946	0	1.005330869856289
13	58	itsy bitsy spider.wav	9.802993197278912	0.4770259645621889	0	n/a	0.4169540315985886	n/a	6.843590800000129	9   58   57  101	4	3.954288900000392	0	1.070900512334424
